Symbol,Price~,Type,Strike,Expires,DTE,"Bid x Size","Ask x Size",Trade,Size,Side,Premium,Volume,"Open Int",IV,Delta,Code,*,Time
RKLB,105,Call,200,2027-01-15T16:30:00-06:00,211,"11.00 x 180","11.15 x 1",11,52,bid,57200,87,2709,95.74%,0.31161736770408,AUTO,N/A,"10:56:48 ET"
RKLB,105.1002,Call,110,2026-06-18T16:30:00-05:00,0,"1.30 x 439","1.54 x 50",1.3,439,bid,57000,2013,4482,97.20%,0.19075524085981,AUTO,N/A,"09:31:10 ET"
RKLB,102.703,Call,100,2026-06-26T16:30:00-05:00,8,"7.20 x 255","7.80 x 87",7.55,74,mid,55800,173,376,96.22%,0.6041379403915,MLET,N/A,"10:07:43 ET"
RKLB,102.703,Call,100,2026-06-26T16:30:00-05:00,8,"7.20 x 1","7.55 x 173",7.35,76,mid,55800,173,376,96.22%,0.6041379403915,MLAT,N/A,"10:06:21 ET"
RKLB,108.8,Put,117,2026-07-10T16:30:00-05:00,22,"13.75 x 7","15.90 x 1",14.8,37,mid,54700,37,5,98.69%,-0.5685362295,MLET,ToOpen,"09:30:04 ET"
RKLB,102.94,Call,120,2026-08-21T16:30:00-05:00,64,"10.40 x 26","11.75 x 616",10.63,50,mid,53100,98,982,98.04%,0.43942363111644,SLAN,N/A,"09:47:52 ET"
RKLB,102.88,Put,110,2026-06-26T16:30:00-05:00,8,"10.25 x 58","11.00 x 241",10.57,50,mid,52800,131,748,98.35%,-0.6492432103,MLAT,N/A,"10:03:07 ET"
RKLB,102.88,Put,100,2026-08-21T16:30:00-05:00,64,"14.40 x 136","14.90 x 2",14.65,36,mid,52700,90,7086,96.16%,-0.3881356381,MLET,N/A,"10:03:18 ET"
RKLB,102.703,Call,101,2026-06-26T16:30:00-05:00,8,"6.80 x 185","7.15 x 9",7,74,mid,51800,162,176,93.43%,0.57762244383326,MLET,N/A,"10:07:43 ET"
RKLB,102.703,Call,101,2026-06-26T16:30:00-05:00,8,"6.60 x 102","7.00 x 233",6.8,76,mid,51600,162,176,93.43%,0.57762244383326,MLAT,N/A,"10:06:21 ET"
RKLB,105.1002,Put,108,2026-06-26T16:30:00-05:00,8,"5.90 x 305","6.45 x 10",6.45,80,ask,51600,203,150,95.17%,-0.5471632842,AUTO,N/A,"09:33:05 ET"
RKLB,108.8,Put,118,2026-07-02T16:30:00-05:00,14,"12.55 x 7","14.70 x 1",13.66,37,mid,50500,37,84,100.98%,-0.6205999679,MLET,N/A,"09:30:04 ET"
RKLB,102,Call,145,2026-12-18T16:30:00-06:00,183,"16.10 x 31","17.20 x 901",16.13,31,mid,50000,126,4889,97.35%,0.44506586718964,AUTO,N/A,"10:14:06 ET"
RKLB,102.88,Put,109,2026-06-26T16:30:00-05:00,8,"9.50 x 90","10.20 x 279",9.88,50,mid,49400,56,121,99.48%,-0.6236232123,MLAT,N/A,"10:03:07 ET"
RKLB,102.703,Call,100,2026-06-18T16:30:00-05:00,0,"3.30 x 241","3.85 x 195",3.67,133,mid,48800,394,3534,80.07%,0.7467471342323,SLAN,N/A,"10:09:19 ET"
RKLB,105.1002,Call,110,2026-06-18T16:30:00-05:00,0,"1.10 x 441","1.21 x 42",1.1,441,bid,48500,2013,4482,97.20%,0.19075524085981,AUTO,N/A,"09:32:51 ET"
RKLB,105.7386,Put,100,2026-06-26T16:30:00-05:00,8,"3.10 x 121","3.20 x 18",3.19,150,mid,47800,590,1750,91.08%,-0.3133505229,SLAN,N/A,"11:26:25 ET"
RKLB,102.88,Call,125,2026-07-17T16:30:00-05:00,29,"3.80 x 5","3.90 x 372",3.89,118,mid,45900,532,5294,93.55%,0.27562742088765,AUTO,N/A,"10:01:43 ET"
RKLB,105.41,Put,90,2026-07-17T16:30:00-05:00,29,"4.00 x 20","4.15 x 1",4.08,112,mid,45600,372,3251,91.69%,-0.2264702732,MLET,N/A,"11:21:18 ET"
RKLB,104.845,Put,120,2026-06-18T16:30:00-05:00,0,"14.35 x 123","15.65 x 539",14.89,30,mid,44600,138,1992,0.00%,0,SLAN,N/A,"11:41:43 ET"
RKLB,102.88,Put,95,2026-08-21T16:30:00-05:00,64,"11.90 x 2","12.30 x 2",12.1,36,mid,43500,43,665,97.24%,-0.3402082288,MLET,N/A,"10:03:18 ET"
RKLB,105.1002,Put,80,2026-09-18T16:30:00-05:00,92,"5.25 x 826","7.85 x 356",5.26,80,mid,42000,80,352,94.11%,-0.2031357144,AUTO,N/A,"09:30:24 ET"
RKLB,104.43,Put,90,2026-07-17T16:30:00-05:00,29,"4.05 x 164","4.25 x 71",4.17,100,mid,41700,498,3251,90.57%,-0.2357620306,MLAT,N/A,"11:46:37 ET"
RKLB,105.7386,Put,105,2026-07-24T16:30:00-05:00,36,"11.20 x 119","12.30 x 1",11.59,35,mid,40500,37,103,93.69%,-0.4284029438,AUTO,N/A,"11:27:00 ET"
RKLB,104.84,Call,115,2026-08-21T16:30:00-05:00,64,"13.50 x 30","13.65 x 1",13.5,30,bid,40500,66,539,97.37%,0.49718636147388,AUTO,N/A,"11:02:23 ET"
RKLB,102.77,Call,107,2026-06-26T16:30:00-05:00,8,"3.85 x 85","4.45 x 1",4,100,mid,40000,176,217,95.67%,0.41745553044055,AUTO,N/A,"10:19:20 ET"
RKLB,105.11,Put,110,2026-07-02T16:30:00-05:00,14,"9.90 x 240","10.10 x 38",10.1,38,ask,38300,102,630,91.68%,-0.562765975,AUTO,N/A,"11:13:11 ET"
RKLB,105,Call,110,2026-06-26T16:30:00-05:00,8,"3.65 x 35","3.75 x 145",3.65,100,bid,36500,1161,2147,90.28%,0.39152351633719,AUTO,N/A,"10:59:02 ET"
RKLB,105.1002,Call,110,2026-06-18T16:30:00-05:00,0,"1.31 x 1","1.40 x 257",1.4,257,ask,35900,2013,4482,97.20%,0.19075524085981,AUTO,N/A,"09:31:07 ET"
RKLB,103.3,Put,101,2026-06-18T16:30:00-05:00,0,"0.68 x 12","0.81 x 346",0.81,443,ask,35800,626,1457,84.69%,-0.2960752145,AUTO,N/A,"09:36:54 ET"
RKLB,102,Call,105,2026-06-26T16:30:00-05:00,8,"4.45 x 21","4.70 x 38",4.55,77,mid,35000,259,953,95.29%,0.44854655370965,AUTO,N/A,"10:14:57 ET"
RKLB,102.77,Call,130,2026-09-18T16:30:00-05:00,92,"11.15 x 108","11.35 x 30",11.35,30,ask,34000,57,682,96.62%,0.41177020546251,AUTO,N/A,"10:18:41 ET"
RKLB,102.14,Put,100,2026-07-17T16:30:00-05:00,29,"8.85 x 339","9.20 x 35",9.2,35,ask,32200,193,3354,91.68%,-0.4129460175,AUTO,N/A,"09:53:30 ET"
RKLB,102.94,Put,102,2026-06-18T16:30:00-05:00,0,"1.60 x 200","1.70 x 59",1.6,200,bid,32000,348,383,105.84%,-0.4223698507,AUTO,N/A,"09:47:07 ET"
RKLB,102.88,Call,125,2026-07-17T16:30:00-05:00,29,"3.80 x 5","3.90 x 372",3.9,81,ask,31500,532,5294,93.55%,0.27562742088765,AUTO,N/A,"10:01:43 ET"
RKLB,103.96,Call,125,2026-07-17T16:30:00-05:00,29,"4.20 x 185","4.45 x 119",4.32,73,mid,31500,734,5294,93.25%,0.28811504190304,SLAN,N/A,"12:16:19 ET"
RKLB,104.84,Call,110,2026-06-26T16:30:00-05:00,8,"3.65 x 175","3.85 x 82",3.73,83,mid,30900,1339,2147,91.74%,0.38973117514961,MLET,N/A,"11:03:06 ET"
RKLB,101.5004,Call,115,2026-07-02T16:30:00-05:00,14,"2.92 x 18","3.40 x 176",3.09,100,mid,30900,115,347,94.65%,0.28315002279367,MLET,N/A,"09:56:25 ET"
RKLB,102.765,Call,130,2026-08-21T16:30:00-05:00,64,"8.25 x 115","8.50 x 35",8.5,35,ask,29700,90,1590,97.06%,0.3596882528697,AUTO,N/A,"10:25:43 ET"
RKLB,108.8,Call,110,2026-06-26T16:30:00-05:00,8,"5.80 x 1","6.40 x 73",5.85,50,mid,29200,51,2147,102.15%,0.50332506914144,AUTO,N/A,"09:30:11 ET"
RKLB,103.37,Put,103,2026-06-26T16:30:00-05:00,8,"5.45 x 139","5.75 x 108",5.63,50,mid,28100,214,340,92.71%,-0.4604022803,SLAN,N/A,"10:41:49 ET"
RKLB,102.703,Call,100,2026-06-18T16:30:00-05:00,0,"3.35 x 259","3.65 x 75",3.65,75,ask,27300,394,3534,80.07%,0.7467471342323,AUTO,N/A,"10:06:15 ET"
RKLB,102.14,Put,102,2026-06-18T16:30:00-05:00,0,"1.70 x 150","1.78 x 154",1.7,150,bid,25500,566,383,85.49%,-0.4781022324,AUTO,N/A,"09:51:40 ET"
RKLB,101.5004,Call,110,2026-06-26T16:30:00-05:00,8,"2.51 x 145","2.65 x 65",2.6,97,mid,25200,576,2147,95.42%,0.31096554603133,SLAN,N/A,"09:59:49 ET"
RKLB,103.18,Call,110,2026-06-26T16:30:00-05:00,8,"3.15 x 20","3.25 x 106",3.15,80,bid,25200,967,2147,95.02%,0.35231526366871,AUTO,N/A,"10:37:09 ET"
RKLB,105.01,Call,115,2026-06-26T16:30:00-05:00,8,"2.20 x 51","2.25 x 112",2.25,112,ask,25200,549,1446,91.17%,0.27425440832421,AUTO,N/A,"11:06:28 ET"
RKLB,104.84,Put,65,2026-08-21T16:30:00-05:00,64,"1.80 x 199","2.17 x 295",2,125,mid,25000,145,258,98.54%,-0.0839231529,MLAT,N/A,"11:03:17 ET"
RKLB,104.84,Call,110,2026-06-26T16:30:00-05:00,8,"3.60 x 146","3.85 x 38",3.72,67,mid,24900,1339,2147,91.74%,0.38973117514961,MLET,N/A,"11:03:03 ET"
RKLB,102.765,Put,90,2026-06-26T16:30:00-05:00,8,"1.19 x 10","1.23 x 200",1.23,200,ask,24600,488,998,95.69%,-0.1557045463,AUTO,N/A,"10:29:14 ET"
RKLB,104.845,Put,100,2026-07-17T16:30:00-05:00,29,"7.85 x 255","8.20 x 132",8.02,30,mid,24000,435,3354,90.47%,-0.3736226472,MLET,N/A,"11:42:36 ET"
RKLB,105.7386,Put,106,2026-06-26T16:30:00-05:00,8,"5.70 x 182","6.05 x 66",5.94,40,mid,23700,130,154,92.16%,-0.4781601066,MLAT,N/A,"11:26:01 ET"
RKLB,105.1002,Call,210,2026-10-16T16:30:00-05:00,120,"4.75 x 50","5.95 x 323",4.75,50,bid,23700,50,497,99.97%,0.1840694650242,AUTO,N/A,"09:33:07 ET"
RKLB,105.7386,Put,111,2026-06-18T16:30:00-05:00,0,"5.40 x 161","6.35 x 217",5.8,40,mid,23200,92,161,88.38%,-0.8494111488,MLAT,N/A,"11:26:01 ET"
RKLB,103.025,Put,102,2026-06-18T16:30:00-05:00,0,"1.09 x 81","1.15 x 200",1.15,200,ask,22900,1173,383,75.26%,-0.3907303956,AUTO,N/A,"10:20:26 ET"
RKLB,102.77,Call,105,2026-06-26T16:30:00-05:00,8,"4.45 x 119","4.50 x 16",4.5,51,ask,22900,670,953,96.06%,0.47039519414485,AUTO,N/A,"10:16:20 ET"
RKLB,105.41,Call,110,2026-06-26T16:30:00-05:00,8,"3.70 x 292","3.85 x 41",3.71,60,mid,22200,1561,2147,90.48%,0.40309635865649,SLAN,N/A,"11:22:57 ET"
RKLB,103.025,Call,102,2026-06-18T16:30:00-05:00,0,"2.03 x 15","2.16 x 105",2.16,100,ask,21600,465,72,72.36%,0.61309353334744,AUTO,N/A,"10:23:07 ET"
RKLB,102.9885,Put,100,2026-06-18T16:30:00-05:00,0,"0.46 x 37","0.50 x 36",0.5,430,ask,21500,2092,5984,72.98%,-0.2124676321,SLAN,N/A,"10:34:53 ET"
RKLB,105.1002,Put,95,2026-07-17T16:30:00-05:00,29,"4.90 x 199","5.30 x 40",5.3,40,ask,21200,48,1800,92.07%,-0.2985632563,AUTO,N/A,"09:32:45 ET"
RKLB,103.37,Call,114,2026-06-26T16:30:00-05:00,8,"1.96 x 200","2.23 x 112",2.1,100,mid,21000,138,230,92.43%,0.26071271589588,SLAN,N/A,"10:40:35 ET"
RKLB,102.77,Put,100,2026-06-26T16:30:00-05:00,8,"4.10 x 54","4.10 x 20",4.1,50,ask,20400,258,1750,92.89%,-0.3926931335,AUTO,N/A,"10:19:43 ET"
RKLB,105,Call,105,2026-06-18T16:30:00-05:00,0,"1.31 x 53","1.35 x 2",1.35,150,ask,20200,2282,1784,61.11%,0.50756437122564,AUTO,N/A,"10:58:25 ET"
RKLB,105,Call,105,2026-06-26T16:30:00-05:00,8,"5.35 x 47","5.50 x 1",5.39,37,mid,19900,917,953,90.14%,0.5289702258284,SLAN,N/A,"10:57:46 ET"
RKLB,103.025,Put,108,2026-06-18T16:30:00-05:00,0,"4.95 x 124","6.10 x 175",5.5,36,mid,19800,145,822,82.26%,-0.8602868522,MLET,N/A,"10:21:49 ET"
RKLB,105.595,Call,110,2026-06-26T16:30:00-05:00,8,"3.95 x 50","4.05 x 131",3.95,50,bid,19700,1642,2147,91.71%,0.41009215168253,AUTO,N/A,"11:31:50 ET"
RKLB,105.225,Call,120,2026-07-17T16:30:00-05:00,29,"5.85 x 10","5.95 x 10",5.89,33,mid,19400,536,4686,92.27%,0.35786814458017,MLET,N/A,"11:18:43 ET"
RKLB,105.225,Call,120,2026-07-17T16:30:00-05:00,29,"5.85 x 10","5.95 x 10",5.89,33,mid,19400,536,4686,92.27%,0.35786814458017,MLET,N/A,"11:18:43 ET"
RKLB,105.225,Call,120,2026-07-17T16:30:00-05:00,29,"5.80 x 11","5.95 x 22",5.89,33,mid,19400,536,4686,92.27%,0.35786814458017,MLET,N/A,"11:18:42 ET"
RKLB,105.225,Call,120,2026-07-17T16:30:00-05:00,29,"5.80 x 10","6.00 x 17",5.89,33,mid,19400,536,4686,92.27%,0.35786814458017,MLET,N/A,"11:18:38 ET"
RKLB,102.77,Call,105,2026-06-26T16:30:00-05:00,8,"4.45 x 119","4.50 x 20",4.5,43,ask,19300,670,953,96.06%,0.47039519414485,AUTO,N/A,"10:16:19 ET"
RKLB,105,Call,100,2026-06-18T16:30:00-05:00,0,"4.70 x 41","4.70 x 14",4.7,41,ask,19200,616,3534,44.69%,0.98284841165236,AUTO,N/A,"10:56:47 ET"
RKLB,102.77,Call,120,2026-07-17T16:30:00-05:00,29,"5.10 x 310","5.45 x 244",5.32,35,mid,18600,264,4686,95.25%,0.33272223276564,SLAN,N/A,"10:19:35 ET"
RKLB,103.025,Put,102,2026-06-26T16:30:00-05:00,8,"4.85 x 161","5.45 x 211",5.16,36,mid,18500,181,308,93.95%,-0.441927261,MLET,N/A,"10:21:49 ET"
RKLB,103.96,Call,130,2026-07-17T16:30:00-05:00,29,"3.45 x 53","3.50 x 31",3.45,53,bid,18200,1072,8353,93.78%,0.2411300099306,AUTO,N/A,"12:16:10 ET"
RKLB,102.77,Call,105,2026-06-26T16:30:00-05:00,8,"4.45 x 166","4.50 x 19",4.5,40,ask,18000,670,953,96.06%,0.47039519414485,AUTO,N/A,"10:16:17 ET"
RKLB,102.14,Call,120,2026-06-26T16:30:00-05:00,8,"1.07 x 195","1.13 x 157",1.13,157,ask,17700,764,4582,97.61%,0.14976334320549,AUTO,N/A,"09:52:04 ET"
RKLB,105.225,Call,120,2026-07-17T16:30:00-05:00,29,"5.85 x 10","5.95 x 10",5.89,30,mid,17600,536,4686,92.27%,0.35786814458017,MLET,N/A,"11:18:43 ET"
RKLB,105,Call,104,2026-06-26T16:30:00-05:00,8,"5.60 x 96","6.05 x 252",5.8,30,mid,17400,484,164,88.27%,0.55751324176958,SLAN,N/A,"10:55:58 ET"
RKLB,103.96,Call,120,2026-07-02T16:30:00-05:00,14,"2.48 x 70","2.67 x 45",2.48,70,bid,17300,193,931,93.01%,0.24539099783453,AUTO,N/A,"12:15:14 ET"
RKLB,104.84,Put,60,2026-08-21T16:30:00-05:00,64,"1.25 x 12","1.54 x 303",1.38,125,mid,17200,134,648,101.01%,-0.0611610627,MLAT,N/A,"11:03:17 ET"
RKLB,102.703,Call,103,2026-06-26T16:30:00-05:00,8,"5.55 x 200","5.90 x 109",5.75,30,mid,17200,173,76,95.30%,0.52221476630523,SLAN,N/A,"10:05:42 ET"
RKLB,104.4,Call,104,2026-06-26T16:30:00-05:00,8,"5.60 x 1","5.80 x 92",5.69,30,mid,17000,451,164,90.78%,0.54049666951178,SLAN,N/A,"10:53:56 ET"
RKLB,105,Call,105,2026-06-26T16:30:00-05:00,8,"5.55 x 102","5.70 x 19",5.67,30,mid,17000,917,953,90.14%,0.5289702258284,SLAN,N/A,"10:59:02 ET"
RKLB,102.88,Call,103,2026-06-26T16:30:00-05:00,8,"5.40 x 174","5.75 x 101",5.63,30,mid,16800,134,76,92.95%,0.52635427863309,SLAN,N/A,"10:05:02 ET"
RKLB,104.4,Call,104,2026-06-26T16:30:00-05:00,8,"5.45 x 115","5.75 x 84",5.62,30,mid,16800,451,164,90.78%,0.54049666951178,SLAN,N/A,"10:51:34 ET"
RKLB,104.4,Call,104,2026-06-26T16:30:00-05:00,8,"5.35 x 225","5.80 x 140",5.6,30,mid,16800,451,164,90.78%,0.54049666951178,SLAN,N/A,"10:53:20 ET"
RKLB,102.94,Call,130,2026-07-17T16:30:00-05:00,29,"3.40 x 50","3.60 x 140",3.4,49,bid,16600,230,8353,95.08%,0.23385456943602,AUTO,N/A,"09:45:51 ET"
RKLB,102.77,Call,105,2026-06-26T16:30:00-05:00,8,"4.50 x 14","4.50 x 18",4.5,37,ask,16600,670,953,96.06%,0.47039519414485,AUTO,N/A,"10:15:52 ET"
RKLB,105.02,Call,100,2026-06-18T16:30:00-05:00,0,"4.05 x 415","4.05 x 41",4.05,41,ask,16600,728,3534,0.00%,0,AUTO,N/A,"11:51:46 ET"
RKLB,104.4,Call,104,2026-06-26T16:30:00-05:00,8,"5.30 x 201","5.60 x 11",5.51,30,mid,16500,451,164,90.78%,0.54049666951178,SLAN,N/A,"10:51:57 ET"
RKLB,105,Call,105,2026-06-26T16:30:00-05:00,8,"5.35 x 53","5.50 x 6",5.5,30,ask,16500,917,953,90.14%,0.5289702258284,AUTO,N/A,"10:57:12 ET"
RKLB,102.77,Put,102,2026-06-18T16:30:00-05:00,0,"1.04 x 66","1.10 x 150",1.1,150,ask,16500,959,383,71.52%,-0.4116839606,AUTO,N/A,"10:19:44 ET"
RKLB,103.3,Call,130,2026-07-17T16:30:00-05:00,29,"3.85 x 70","4.10 x 10",4,41,mid,16400,123,8353,96.90%,0.24362129749769,AUTO,N/A,"09:35:40 ET"
RKLB,103.3,Call,106,2026-06-18T16:30:00-05:00,0,"1.62 x 20","1.62 x 600",1.62,100,ask,16200,187,1850,106.51%,0.33111645932875,AUTO,N/A,"09:37:53 ET"
RKLB,105.595,Call,107,2026-06-18T16:30:00-05:00,0,"0.80 x 200","0.82 x 41",0.8,200,bid,16000,1123,694,60.49%,0.3439407674022,AUTO,N/A,"11:30:56 ET"
RKLB,104.84,Call,104,2026-06-18T16:30:00-05:00,0,"1.92 x 8","2.00 x 1",2,80,ask,16000,2775,274,64.88%,0.6019622144862,AUTO,N/A,"11:00:52 ET"
RKLB,105.1002,Call,110,2026-06-18T16:30:00-05:00,0,"1.40 x 276","1.62 x 159",1.4,114,bid,15900,2013,4482,97.20%,0.19075524085981,AUTO,N/A,"09:31:05 ET"
RKLB,104.84,Call,106,2026-06-26T16:30:00-05:00,8,"5.15 x 182","5.40 x 55",5.31,30,mid,15900,192,168,92.82%,0.49776672737776,SLAN,N/A,"11:01:19 ET"
RKLB,104.4,Call,115,2026-07-10T16:30:00-05:00,22,"5.10 x 141","5.30 x 30",5.3,30,ask,15900,98,177,91.76%,0.37942202808063,AUTO,N/A,"10:50:50 ET"
RKLB,103.025,Call,104,2026-06-26T16:30:00-05:00,8,"5.20 x 24","5.55 x 167",5.29,30,mid,15800,199,164,93.52%,0.50276079472566,SLAN,N/A,"10:24:34 ET"
RKLB,104.9599,Call,150,2026-07-17T16:30:00-05:00,29,"1.55 x 7","1.63 x 36",1.67,95,ask,15800,982,3490,96.66%,0.12226499317693,AUTO,N/A,"11:36:31 ET"
RKLB,103.025,Call,104,2026-06-26T16:30:00-05:00,8,"5.15 x 19","5.45 x 69",5.25,30,mid,15700,199,164,93.52%,0.50276079472566,AUTO,N/A,"10:22:03 ET"
RKLB,102.94,Put,100,2026-06-18T16:30:00-05:00,0,"0.87 x 12","0.95 x 165",0.95,165,ask,15600,538,5984,101.71%,-0.2821668016,AUTO,N/A,"09:47:26 ET"
